win_path,file_id,start_ms,end_ms,tx,rx,env
processed_10s_2ch\B_C_3__t1752161522075.npy,B_C_3,1752161522075,1752161532075,B,C,3
processed_10s_2ch\B_C_3__t1752161527075.npy,B_C_3,1752161527075,1752161537075,B,C,3
processed_10s_2ch\B_C_3__t1752161532075.npy,B_C_3,1752161532075,1752161542075,B,C,3
processed_10s_2ch\B_C_3__t1752161537075.npy,B_C_3,1752161537075,1752161547075,B,C,3
processed_10s_2ch\B_C_3__t1752161542075.npy,B_C_3,1752161542075,1752161552075,B,C,3
processed_10s_2ch\B_C_3__t1752161547075.npy,B_C_3,1752161547075,1752161557075,B,C,3
processed_10s_2ch\B_C_3__t1752161552075.npy,B_C_3,1752161552075,1752161562075,B,C,3
processed_10s_2ch\B_C_3__t1752161557075.npy,B_C_3,1752161557075,1752161567075,B,C,3
processed_10s_2ch\B_C_3__t1752161562075.npy,B_C_3,1752161562075,1752161572075,B,C,3
processed_10s_2ch\B_C_3__t1752161567075.npy,B_C_3,1752161567075,1752161577075,B,C,3
processed_10s_2ch\B_C_3__t1752161572075.npy,B_C_3,1752161572075,1752161582075,B,C,3
processed_10s_2ch\B_C_3__t1752161577075.npy,B_C_3,1752161577075,1752161587075,B,C,3
processed_10s_2ch\B_C_3__t1752161582075.npy,B_C_3,1752161582075,1752161592075,B,C,3
processed_10s_2ch\B_C_3__t1752161587075.npy,B_C_3,1752161587075,1752161597075,B,C,3
processed_10s_2ch\B_C_3__t1752161592075.npy,B_C_3,1752161592075,1752161602075,B,C,3
processed_10s_2ch\B_C_3__t1752161597075.npy,B_C_3,1752161597075,1752161607075,B,C,3
processed_10s_2ch\B_C_3__t1752161602075.npy,B_C_3,1752161602075,1752161612075,B,C,3
processed_10s_2ch\B_C_3__t1752161607075.npy,B_C_3,1752161607075,1752161617075,B,C,3
processed_10s_2ch\B_C_3__t1752161612075.npy,B_C_3,1752161612075,1752161622075,B,C,3
processed_10s_2ch\B_C_3__t1752161617075.npy,B_C_3,1752161617075,1752161627075,B,C,3
processed_10s_2ch\B_C_3__t1752161622075.npy,B_C_3,1752161622075,1752161632075,B,C,3
processed_10s_2ch\B_C_3__t1752161627075.npy,B_C_3,1752161627075,1752161637075,B,C,3
processed_10s_2ch\B_C_3__t1752161632075.npy,B_C_3,1752161632075,1752161642075,B,C,3
processed_10s_2ch\B_C_3__t1752161637075.npy,B_C_3,1752161637075,1752161647075,B,C,3
processed_10s_2ch\B_C_3__t1752161642075.npy,B_C_3,1752161642075,1752161652075,B,C,3
processed_10s_2ch\B_C_3__t1752161647075.npy,B_C_3,1752161647075,1752161657075,B,C,3
processed_10s_2ch\B_C_3__t1752161652075.npy,B_C_3,1752161652075,1752161662075,B,C,3
processed_10s_2ch\B_C_3__t1752161657075.npy,B_C_3,1752161657075,1752161667075,B,C,3
processed_10s_2ch\B_C_3__t1752161662075.npy,B_C_3,1752161662075,1752161672075,B,C,3
processed_10s_2ch\B_C_3__t1752161667075.npy,B_C_3,1752161667075,1752161677075,B,C,3
processed_10s_2ch\B_C_3__t1752161672075.npy,B_C_3,1752161672075,1752161682075,B,C,3
processed_10s_2ch\B_C_3__t1752161677075.npy,B_C_3,1752161677075,1752161687075,B,C,3
processed_10s_2ch\B_C_3__t1752161682075.npy,B_C_3,1752161682075,1752161692075,B,C,3
processed_10s_2ch\B_C_3__t1752161687075.npy,B_C_3,1752161687075,1752161697075,B,C,3
processed_10s_2ch\B_C_3__t1752161692075.npy,B_C_3,1752161692075,1752161702075,B,C,3
processed_10s_2ch\B_C_3__t1752161697075.npy,B_C_3,1752161697075,1752161707075,B,C,3
processed_10s_2ch\B_C_3__t1752161702075.npy,B_C_3,1752161702075,1752161712075,B,C,3
processed_10s_2ch\B_C_3__t1752161707075.npy,B_C_3,1752161707075,1752161717075,B,C,3
processed_10s_2ch\B_C_3__t1752161712075.npy,B_C_3,1752161712075,1752161722075,B,C,3
processed_10s_2ch\B_C_3__t1752161717075.npy,B_C_3,1752161717075,1752161727075,B,C,3
processed_10s_2ch\B_C_3__t1752161722075.npy,B_C_3,1752161722075,1752161732075,B,C,3
processed_10s_2ch\B_C_3__t1752161727075.npy,B_C_3,1752161727075,1752161737075,B,C,3
processed_10s_2ch\B_C_3__t1752161732075.npy,B_C_3,1752161732075,1752161742075,B,C,3
processed_10s_2ch\B_C_3__t1752161737075.npy,B_C_3,1752161737075,1752161747075,B,C,3
processed_10s_2ch\B_C_3__t1752161742075.npy,B_C_3,1752161742075,1752161752075,B,C,3
processed_10s_2ch\B_C_3__t1752161747075.npy,B_C_3,1752161747075,1752161757075,B,C,3
processed_10s_2ch\B_C_3__t1752161752075.npy,B_C_3,1752161752075,1752161762075,B,C,3
processed_10s_2ch\B_C_3__t1752161757075.npy,B_C_3,1752161757075,1752161767075,B,C,3
processed_10s_2ch\B_C_3__t1752161762075.npy,B_C_3,1752161762075,1752161772075,B,C,3
processed_10s_2ch\B_C_3__t1752161767075.npy,B_C_3,1752161767075,1752161777075,B,C,3
processed_10s_2ch\B_C_3__t1752161772075.npy,B_C_3,1752161772075,1752161782075,B,C,3
processed_10s_2ch\B_C_3__t1752161777075.npy,B_C_3,1752161777075,1752161787075,B,C,3
processed_10s_2ch\B_C_3__t1752161782075.npy,B_C_3,1752161782075,1752161792075,B,C,3
processed_10s_2ch\B_C_3__t1752161787075.npy,B_C_3,1752161787075,1752161797075,B,C,3
processed_10s_2ch\B_C_3__t1752161792075.npy,B_C_3,1752161792075,1752161802075,B,C,3
processed_10s_2ch\B_C_3__t1752161797075.npy,B_C_3,1752161797075,1752161807075,B,C,3
processed_10s_2ch\B_C_3__t1752161802075.npy,B_C_3,1752161802075,1752161812075,B,C,3
processed_10s_2ch\B_C_3__t1752161807075.npy,B_C_3,1752161807075,1752161817075,B,C,3
processed_10s_2ch\B_C_3__t1752161812075.npy,B_C_3,1752161812075,1752161822075,B,C,3
processed_10s_2ch\B_C_3__t1752161817075.npy,B_C_3,1752161817075,1752161827075,B,C,3
processed_10s_2ch\B_C_3__t1752161822075.npy,B_C_3,1752161822075,1752161832075,B,C,3
processed_10s_2ch\B_C_3__t1752161827075.npy,B_C_3,1752161827075,1752161837075,B,C,3
processed_10s_2ch\B_C_3__t1752161832075.npy,B_C_3,1752161832075,1752161842075,B,C,3
processed_10s_2ch\B_C_3__t1752161837075.npy,B_C_3,1752161837075,1752161847075,B,C,3
processed_10s_2ch\B_C_3__t1752161842075.npy,B_C_3,1752161842075,1752161852075,B,C,3
processed_10s_2ch\B_C_3__t1752161847075.npy,B_C_3,1752161847075,1752161857075,B,C,3
processed_10s_2ch\B_C_3__t1752161852075.npy,B_C_3,1752161852075,1752161862075,B,C,3
processed_10s_2ch\B_C_3__t1752161857075.npy,B_C_3,1752161857075,1752161867075,B,C,3
processed_10s_2ch\B_C_3__t1752161862075.npy,B_C_3,1752161862075,1752161872075,B,C,3
processed_10s_2ch\B_C_3__t1752161867075.npy,B_C_3,1752161867075,1752161877075,B,C,3
processed_10s_2ch\B_C_3__t1752161872075.npy,B_C_3,1752161872075,1752161882075,B,C,3
processed_10s_2ch\B_C_3__t1752161877075.npy,B_C_3,1752161877075,1752161887075,B,C,3
processed_10s_2ch\B_C_3__t1752161882075.npy,B_C_3,1752161882075,1752161892075,B,C,3
processed_10s_2ch\B_C_3__t1752161887075.npy,B_C_3,1752161887075,1752161897075,B,C,3
processed_10s_2ch\B_C_3__t1752161892075.npy,B_C_3,1752161892075,1752161902075,B,C,3
processed_10s_2ch\B_C_3__t1752161897075.npy,B_C_3,1752161897075,1752161907075,B,C,3
processed_10s_2ch\B_C_3__t1752161902075.npy,B_C_3,1752161902075,1752161912075,B,C,3
processed_10s_2ch\B_C_3__t1752161907075.npy,B_C_3,1752161907075,1752161917075,B,C,3
processed_10s_2ch\B_C_3__t1752161912075.npy,B_C_3,1752161912075,1752161922075,B,C,3
processed_10s_2ch\B_C_3__t1752161917075.npy,B_C_3,1752161917075,1752161927075,B,C,3
processed_10s_2ch\B_C_3__t1752161922075.npy,B_C_3,1752161922075,1752161932075,B,C,3
processed_10s_2ch\B_C_3__t1752161927075.npy,B_C_3,1752161927075,1752161937075,B,C,3
processed_10s_2ch\B_C_3__t1752161932075.npy,B_C_3,1752161932075,1752161942075,B,C,3
processed_10s_2ch\B_C_3__t1752161937075.npy,B_C_3,1752161937075,1752161947075,B,C,3
processed_10s_2ch\B_C_3__t1752161942075.npy,B_C_3,1752161942075,1752161952075,B,C,3
processed_10s_2ch\B_C_3__t1752161947075.npy,B_C_3,1752161947075,1752161957075,B,C,3
processed_10s_2ch\B_C_3__t1752161952075.npy,B_C_3,1752161952075,1752161962075,B,C,3
processed_10s_2ch\B_C_3__t1752161957075.npy,B_C_3,1752161957075,1752161967075,B,C,3
processed_10s_2ch\B_C_3__t1752161962075.npy,B_C_3,1752161962075,1752161972075,B,C,3
processed_10s_2ch\B_C_3__t1752161967075.npy,B_C_3,1752161967075,1752161977075,B,C,3
processed_10s_2ch\B_C_3__t1752161972075.npy,B_C_3,1752161972075,1752161982075,B,C,3
processed_10s_2ch\B_C_3__t1752161977075.npy,B_C_3,1752161977075,1752161987075,B,C,3
processed_10s_2ch\B_C_3__t1752161982075.npy,B_C_3,1752161982075,1752161992075,B,C,3
processed_10s_2ch\B_C_3__t1752161987075.npy,B_C_3,1752161987075,1752161997075,B,C,3
processed_10s_2ch\B_C_3__t1752161992075.npy,B_C_3,1752161992075,1752162002075,B,C,3
processed_10s_2ch\B_C_3__t1752161997075.npy,B_C_3,1752161997075,1752162007075,B,C,3
processed_10s_2ch\B_C_3__t1752162002075.npy,B_C_3,1752162002075,1752162012075,B,C,3
processed_10s_2ch\B_C_3__t1752162007075.npy,B_C_3,1752162007075,1752162017075,B,C,3
processed_10s_2ch\B_C_3__t1752162012075.npy,B_C_3,1752162012075,1752162022075,B,C,3
processed_10s_2ch\B_C_3__t1752162017075.npy,B_C_3,1752162017075,1752162027075,B,C,3
processed_10s_2ch\B_C_3__t1752162022075.npy,B_C_3,1752162022075,1752162032075,B,C,3
processed_10s_2ch\B_C_3__t1752162027075.npy,B_C_3,1752162027075,1752162037075,B,C,3
processed_10s_2ch\B_C_3__t1752162032075.npy,B_C_3,1752162032075,1752162042075,B,C,3
processed_10s_2ch\B_C_3__t1752162037075.npy,B_C_3,1752162037075,1752162047075,B,C,3
processed_10s_2ch\B_C_3__t1752162042075.npy,B_C_3,1752162042075,1752162052075,B,C,3
processed_10s_2ch\B_C_3__t1752162047075.npy,B_C_3,1752162047075,1752162057075,B,C,3
processed_10s_2ch\B_C_3__t1752162052075.npy,B_C_3,1752162052075,1752162062075,B,C,3
processed_10s_2ch\B_C_3__t1752162057075.npy,B_C_3,1752162057075,1752162067075,B,C,3
processed_10s_2ch\B_C_3__t1752162062075.npy,B_C_3,1752162062075,1752162072075,B,C,3
processed_10s_2ch\B_C_3__t1752162067075.npy,B_C_3,1752162067075,1752162077075,B,C,3
processed_10s_2ch\B_C_3__t1752162072075.npy,B_C_3,1752162072075,1752162082075,B,C,3
processed_10s_2ch\B_C_3__t1752162077075.npy,B_C_3,1752162077075,1752162087075,B,C,3
processed_10s_2ch\B_C_3__t1752162082075.npy,B_C_3,1752162082075,1752162092075,B,C,3
processed_10s_2ch\B_C_3__t1752162087075.npy,B_C_3,1752162087075,1752162097075,B,C,3
processed_10s_2ch\B_C_3__t1752162092075.npy,B_C_3,1752162092075,1752162102075,B,C,3
processed_10s_2ch\B_C_3__t1752162097075.npy,B_C_3,1752162097075,1752162107075,B,C,3
processed_10s_2ch\B_C_3__t1752162102075.npy,B_C_3,1752162102075,1752162112075,B,C,3
processed_10s_2ch\B_C_3__t1752162107075.npy,B_C_3,1752162107075,1752162117075,B,C,3
processed_10s_2ch\B_C_3__t1752162112075.npy,B_C_3,1752162112075,1752162122075,B,C,3
processed_10s_2ch\B_C_3__t1752162117075.npy,B_C_3,1752162117075,1752162127075,B,C,3
processed_10s_2ch\B_C_3__t1752162122075.npy,B_C_3,1752162122075,1752162132075,B,C,3
processed_10s_2ch\B_C_3__t1752162127075.npy,B_C_3,1752162127075,1752162137075,B,C,3
processed_10s_2ch\B_C_3__t1752162132075.npy,B_C_3,1752162132075,1752162142075,B,C,3
processed_10s_2ch\B_C_3__t1752162137075.npy,B_C_3,1752162137075,1752162147075,B,C,3
processed_10s_2ch\B_C_3__t1752162142075.npy,B_C_3,1752162142075,1752162152075,B,C,3
processed_10s_2ch\B_C_3__t1752162147075.npy,B_C_3,1752162147075,1752162157075,B,C,3
processed_10s_2ch\B_C_3__t1752162152075.npy,B_C_3,1752162152075,1752162162075,B,C,3
processed_10s_2ch\B_C_3__t1752162157075.npy,B_C_3,1752162157075,1752162167075,B,C,3
processed_10s_2ch\B_C_3__t1752162162075.npy,B_C_3,1752162162075,1752162172075,B,C,3
processed_10s_2ch\B_C_3__t1752162167075.npy,B_C_3,1752162167075,1752162177075,B,C,3
processed_10s_2ch\B_C_3__t1752162172075.npy,B_C_3,1752162172075,1752162182075,B,C,3
processed_10s_2ch\B_C_3__t1752162177075.npy,B_C_3,1752162177075,1752162187075,B,C,3
processed_10s_2ch\B_C_3__t1752162182075.npy,B_C_3,1752162182075,1752162192075,B,C,3
processed_10s_2ch\B_C_3__t1752162187075.npy,B_C_3,1752162187075,1752162197075,B,C,3
processed_10s_2ch\B_C_3__t1752162192075.npy,B_C_3,1752162192075,1752162202075,B,C,3
processed_10s_2ch\B_C_3__t1752162197075.npy,B_C_3,1752162197075,1752162207075,B,C,3
processed_10s_2ch\B_C_3__t1752162202075.npy,B_C_3,1752162202075,1752162212075,B,C,3
processed_10s_2ch\B_C_3__t1752162207075.npy,B_C_3,1752162207075,1752162217075,B,C,3
processed_10s_2ch\B_C_3__t1752162212075.npy,B_C_3,1752162212075,1752162222075,B,C,3
processed_10s_2ch\B_C_3__t1752162217075.npy,B_C_3,1752162217075,1752162227075,B,C,3
processed_10s_2ch\B_C_3__t1752162222075.npy,B_C_3,1752162222075,1752162232075,B,C,3
processed_10s_2ch\B_C_3__t1752162227075.npy,B_C_3,1752162227075,1752162237075,B,C,3
processed_10s_2ch\B_C_3__t1752162232075.npy,B_C_3,1752162232075,1752162242075,B,C,3
processed_10s_2ch\B_C_3__t1752162237075.npy,B_C_3,1752162237075,1752162247075,B,C,3
processed_10s_2ch\B_C_3__t1752162242075.npy,B_C_3,1752162242075,1752162252075,B,C,3
processed_10s_2ch\B_C_3__t1752162247075.npy,B_C_3,1752162247075,1752162257075,B,C,3
processed_10s_2ch\B_C_3__t1752162252075.npy,B_C_3,1752162252075,1752162262075,B,C,3
processed_10s_2ch\B_C_3__t1752162257075.npy,B_C_3,1752162257075,1752162267075,B,C,3
processed_10s_2ch\B_C_3__t1752162262075.npy,B_C_3,1752162262075,1752162272075,B,C,3
processed_10s_2ch\B_C_3__t1752162267075.npy,B_C_3,1752162267075,1752162277075,B,C,3
processed_10s_2ch\B_C_3__t1752162272075.npy,B_C_3,1752162272075,1752162282075,B,C,3
processed_10s_2ch\B_C_3__t1752162277075.npy,B_C_3,1752162277075,1752162287075,B,C,3
processed_10s_2ch\B_C_3__t1752162282075.npy,B_C_3,1752162282075,1752162292075,B,C,3
processed_10s_2ch\B_C_3__t1752162287075.npy,B_C_3,1752162287075,1752162297075,B,C,3
processed_10s_2ch\B_C_3__t1752162292075.npy,B_C_3,1752162292075,1752162302075,B,C,3
processed_10s_2ch\B_C_3__t1752162297075.npy,B_C_3,1752162297075,1752162307075,B,C,3
processed_10s_2ch\B_C_3__t1752162302075.npy,B_C_3,1752162302075,1752162312075,B,C,3
processed_10s_2ch\B_C_3__t1752162307075.npy,B_C_3,1752162307075,1752162317075,B,C,3
processed_10s_2ch\B_C_3__t1752162312075.npy,B_C_3,1752162312075,1752162322075,B,C,3
processed_10s_2ch\B_C_3__t1752162317075.npy,B_C_3,1752162317075,1752162327075,B,C,3
processed_10s_2ch\B_C_3__t1752162322075.npy,B_C_3,1752162322075,1752162332075,B,C,3
processed_10s_2ch\B_C_3__t1752162327075.npy,B_C_3,1752162327075,1752162337075,B,C,3
processed_10s_2ch\B_C_3__t1752162332075.npy,B_C_3,1752162332075,1752162342075,B,C,3
processed_10s_2ch\B_C_3__t1752162337075.npy,B_C_3,1752162337075,1752162347075,B,C,3
processed_10s_2ch\B_C_3__t1752162342075.npy,B_C_3,1752162342075,1752162352075,B,C,3
processed_10s_2ch\B_C_3__t1752162347075.npy,B_C_3,1752162347075,1752162357075,B,C,3
processed_10s_2ch\B_C_3__t1752162352075.npy,B_C_3,1752162352075,1752162362075,B,C,3
processed_10s_2ch\B_C_3__t1752162357075.npy,B_C_3,1752162357075,1752162367075,B,C,3
processed_10s_2ch\B_C_3__t1752162362075.npy,B_C_3,1752162362075,1752162372075,B,C,3
processed_10s_2ch\B_C_3__t1752162367075.npy,B_C_3,1752162367075,1752162377075,B,C,3
processed_10s_2ch\B_C_3__t1752162372075.npy,B_C_3,1752162372075,1752162382075,B,C,3
processed_10s_2ch\B_C_3__t1752162377075.npy,B_C_3,1752162377075,1752162387075,B,C,3
processed_10s_2ch\B_C_3__t1752162382075.npy,B_C_3,1752162382075,1752162392075,B,C,3
processed_10s_2ch\B_C_3__t1752162387075.npy,B_C_3,1752162387075,1752162397075,B,C,3
processed_10s_2ch\B_C_3__t1752162392075.npy,B_C_3,1752162392075,1752162402075,B,C,3
processed_10s_2ch\B_C_3__t1752162397075.npy,B_C_3,1752162397075,1752162407075,B,C,3
processed_10s_2ch\B_C_3__t1752162402075.npy,B_C_3,1752162402075,1752162412075,B,C,3
processed_10s_2ch\B_C_3__t1752162407075.npy,B_C_3,1752162407075,1752162417075,B,C,3
processed_10s_2ch\B_C_3__t1752162412075.npy,B_C_3,1752162412075,1752162422075,B,C,3
processed_10s_2ch\B_C_3__t1752162417075.npy,B_C_3,1752162417075,1752162427075,B,C,3
processed_10s_2ch\B_C_3__t1752162422075.npy,B_C_3,1752162422075,1752162432075,B,C,3
processed_10s_2ch\B_C_3__t1752162427075.npy,B_C_3,1752162427075,1752162437075,B,C,3
processed_10s_2ch\B_C_3__t1752162432075.npy,B_C_3,1752162432075,1752162442075,B,C,3
processed_10s_2ch\B_C_3__t1752162437075.npy,B_C_3,1752162437075,1752162447075,B,C,3
processed_10s_2ch\B_C_3__t1752162442075.npy,B_C_3,1752162442075,1752162452075,B,C,3
processed_10s_2ch\B_C_3__t1752162447075.npy,B_C_3,1752162447075,1752162457075,B,C,3
processed_10s_2ch\B_C_3__t1752162452075.npy,B_C_3,1752162452075,1752162462075,B,C,3
processed_10s_2ch\B_C_3__t1752162457075.npy,B_C_3,1752162457075,1752162467075,B,C,3
processed_10s_2ch\B_C_3__t1752162462075.npy,B_C_3,1752162462075,1752162472075,B,C,3
processed_10s_2ch\B_C_3__t1752162467075.npy,B_C_3,1752162467075,1752162477075,B,C,3
processed_10s_2ch\B_C_3__t1752162472075.npy,B_C_3,1752162472075,1752162482075,B,C,3
processed_10s_2ch\B_C_3__t1752162477075.npy,B_C_3,1752162477075,1752162487075,B,C,3
processed_10s_2ch\B_C_3__t1752162482075.npy,B_C_3,1752162482075,1752162492075,B,C,3
processed_10s_2ch\B_C_3__t1752162487075.npy,B_C_3,1752162487075,1752162497075,B,C,3
processed_10s_2ch\B_C_3__t1752162492075.npy,B_C_3,1752162492075,1752162502075,B,C,3
processed_10s_2ch\B_C_3__t1752162497075.npy,B_C_3,1752162497075,1752162507075,B,C,3
processed_10s_2ch\B_C_3__t1752162502075.npy,B_C_3,1752162502075,1752162512075,B,C,3
processed_10s_2ch\B_C_3__t1752162507075.npy,B_C_3,1752162507075,1752162517075,B,C,3
processed_10s_2ch\B_C_3__t1752162512075.npy,B_C_3,1752162512075,1752162522075,B,C,3
processed_10s_2ch\B_C_3__t1752162517075.npy,B_C_3,1752162517075,1752162527075,B,C,3
processed_10s_2ch\B_C_3__t1752162522075.npy,B_C_3,1752162522075,1752162532075,B,C,3
processed_10s_2ch\B_C_3__t1752162527075.npy,B_C_3,1752162527075,1752162537075,B,C,3
processed_10s_2ch\B_C_3__t1752162532075.npy,B_C_3,1752162532075,1752162542075,B,C,3
processed_10s_2ch\B_C_3__t1752162537075.npy,B_C_3,1752162537075,1752162547075,B,C,3
processed_10s_2ch\B_C_3__t1752162542075.npy,B_C_3,1752162542075,1752162552075,B,C,3
processed_10s_2ch\B_C_3__t1752162547075.npy,B_C_3,1752162547075,1752162557075,B,C,3
processed_10s_2ch\B_C_3__t1752162552075.npy,B_C_3,1752162552075,1752162562075,B,C,3
processed_10s_2ch\B_C_3__t1752162557075.npy,B_C_3,1752162557075,1752162567075,B,C,3
processed_10s_2ch\B_C_3__t1752162562075.npy,B_C_3,1752162562075,1752162572075,B,C,3
processed_10s_2ch\B_C_3__t1752162567075.npy,B_C_3,1752162567075,1752162577075,B,C,3
processed_10s_2ch\B_C_3__t1752162572075.npy,B_C_3,1752162572075,1752162582075,B,C,3
processed_10s_2ch\B_C_3__t1752162577075.npy,B_C_3,1752162577075,1752162587075,B,C,3
processed_10s_2ch\B_C_3__t1752162582075.npy,B_C_3,1752162582075,1752162592075,B,C,3
processed_10s_2ch\B_C_3__t1752162587075.npy,B_C_3,1752162587075,1752162597075,B,C,3
processed_10s_2ch\B_C_3__t1752162592075.npy,B_C_3,1752162592075,1752162602075,B,C,3
processed_10s_2ch\B_C_3__t1752162597075.npy,B_C_3,1752162597075,1752162607075,B,C,3
processed_10s_2ch\B_C_3__t1752162602075.npy,B_C_3,1752162602075,1752162612075,B,C,3
processed_10s_2ch\B_C_3__t1752162607075.npy,B_C_3,1752162607075,1752162617075,B,C,3
processed_10s_2ch\B_C_3__t1752162612075.npy,B_C_3,1752162612075,1752162622075,B,C,3
processed_10s_2ch\B_C_3__t1752162617075.npy,B_C_3,1752162617075,1752162627075,B,C,3
processed_10s_2ch\B_C_3__t1752162622075.npy,B_C_3,1752162622075,1752162632075,B,C,3
processed_10s_2ch\B_C_3__t1752162627075.npy,B_C_3,1752162627075,1752162637075,B,C,3
processed_10s_2ch\B_C_3__t1752162632075.npy,B_C_3,1752162632075,1752162642075,B,C,3
processed_10s_2ch\B_C_3__t1752162637075.npy,B_C_3,1752162637075,1752162647075,B,C,3
processed_10s_2ch\B_C_3__t1752162642075.npy,B_C_3,1752162642075,1752162652075,B,C,3
processed_10s_2ch\B_C_3__t1752162647075.npy,B_C_3,1752162647075,1752162657075,B,C,3
processed_10s_2ch\B_C_3__t1752162652075.npy,B_C_3,1752162652075,1752162662075,B,C,3
processed_10s_2ch\B_C_3__t1752162657075.npy,B_C_3,1752162657075,1752162667075,B,C,3
processed_10s_2ch\B_C_3__t1752162662075.npy,B_C_3,1752162662075,1752162672075,B,C,3
processed_10s_2ch\B_C_3__t1752162667075.npy,B_C_3,1752162667075,1752162677075,B,C,3
processed_10s_2ch\B_C_3__t1752162672075.npy,B_C_3,1752162672075,1752162682075,B,C,3
processed_10s_2ch\B_C_3__t1752162677075.npy,B_C_3,1752162677075,1752162687075,B,C,3
processed_10s_2ch\B_C_3__t1752162682075.npy,B_C_3,1752162682075,1752162692075,B,C,3
processed_10s_2ch\B_C_3__t1752162687075.npy,B_C_3,1752162687075,1752162697075,B,C,3
processed_10s_2ch\B_C_3__t1752162692075.npy,B_C_3,1752162692075,1752162702075,B,C,3
processed_10s_2ch\B_C_3__t1752162697075.npy,B_C_3,1752162697075,1752162707075,B,C,3
processed_10s_2ch\B_C_3__t1752162702075.npy,B_C_3,1752162702075,1752162712075,B,C,3
processed_10s_2ch\B_C_3__t1752162707075.npy,B_C_3,1752162707075,1752162717075,B,C,3
processed_10s_2ch\B_C_3__t1752162712075.npy,B_C_3,1752162712075,1752162722075,B,C,3
processed_10s_2ch\B_C_3__t1752162717075.npy,B_C_3,1752162717075,1752162727075,B,C,3
processed_10s_2ch\B_C_3__t1752162722075.npy,B_C_3,1752162722075,1752162732075,B,C,3
processed_10s_2ch\B_C_3__t1752162727075.npy,B_C_3,1752162727075,1752162737075,B,C,3
processed_10s_2ch\B_C_3__t1752162732075.npy,B_C_3,1752162732075,1752162742075,B,C,3
processed_10s_2ch\B_C_3__t1752162737075.npy,B_C_3,1752162737075,1752162747075,B,C,3
processed_10s_2ch\B_C_3__t1752162742075.npy,B_C_3,1752162742075,1752162752075,B,C,3
processed_10s_2ch\B_C_3__t1752162747075.npy,B_C_3,1752162747075,1752162757075,B,C,3
processed_10s_2ch\B_C_3__t1752162752075.npy,B_C_3,1752162752075,1752162762075,B,C,3
processed_10s_2ch\B_C_3__t1752162757075.npy,B_C_3,1752162757075,1752162767075,B,C,3
processed_10s_2ch\B_C_3__t1752162762075.npy,B_C_3,1752162762075,1752162772075,B,C,3
processed_10s_2ch\B_C_3__t1752162767075.npy,B_C_3,1752162767075,1752162777075,B,C,3
processed_10s_2ch\B_C_3__t1752162772075.npy,B_C_3,1752162772075,1752162782075,B,C,3
processed_10s_2ch\B_C_3__t1752162777075.npy,B_C_3,1752162777075,1752162787075,B,C,3
processed_10s_2ch\B_C_3__t1752162782075.npy,B_C_3,1752162782075,1752162792075,B,C,3
processed_10s_2ch\B_C_3__t1752162787075.npy,B_C_3,1752162787075,1752162797075,B,C,3
processed_10s_2ch\B_C_3__t1752162792075.npy,B_C_3,1752162792075,1752162802075,B,C,3
processed_10s_2ch\B_C_3__t1752162797075.npy,B_C_3,1752162797075,1752162807075,B,C,3
processed_10s_2ch\B_C_3__t1752162802075.npy,B_C_3,1752162802075,1752162812075,B,C,3
processed_10s_2ch\B_C_3__t1752162807075.npy,B_C_3,1752162807075,1752162817075,B,C,3
processed_10s_2ch\B_C_3__t1752162812075.npy,B_C_3,1752162812075,1752162822075,B,C,3
processed_10s_2ch\B_C_3__t1752162817075.npy,B_C_3,1752162817075,1752162827075,B,C,3
processed_10s_2ch\B_C_3__t1752162822075.npy,B_C_3,1752162822075,1752162832075,B,C,3
processed_10s_2ch\B_C_3__t1752162827075.npy,B_C_3,1752162827075,1752162837075,B,C,3
processed_10s_2ch\B_C_3__t1752162832075.npy,B_C_3,1752162832075,1752162842075,B,C,3
processed_10s_2ch\B_C_3__t1752162837075.npy,B_C_3,1752162837075,1752162847075,B,C,3
processed_10s_2ch\B_C_3__t1752162842075.npy,B_C_3,1752162842075,1752162852075,B,C,3
processed_10s_2ch\B_C_3__t1752162847075.npy,B_C_3,1752162847075,1752162857075,B,C,3
processed_10s_2ch\B_C_3__t1752162852075.npy,B_C_3,1752162852075,1752162862075,B,C,3
processed_10s_2ch\B_C_3__t1752162857075.npy,B_C_3,1752162857075,1752162867075,B,C,3
processed_10s_2ch\B_C_3__t1752162862075.npy,B_C_3,1752162862075,1752162872075,B,C,3
processed_10s_2ch\B_C_3__t1752162867075.npy,B_C_3,1752162867075,1752162877075,B,C,3
processed_10s_2ch\B_C_3__t1752162872075.npy,B_C_3,1752162872075,1752162882075,B,C,3
processed_10s_2ch\B_C_3__t1752162877075.npy,B_C_3,1752162877075,1752162887075,B,C,3
processed_10s_2ch\B_C_3__t1752162882075.npy,B_C_3,1752162882075,1752162892075,B,C,3
processed_10s_2ch\B_C_3__t1752162887075.npy,B_C_3,1752162887075,1752162897075,B,C,3
processed_10s_2ch\B_C_3__t1752162892075.npy,B_C_3,1752162892075,1752162902075,B,C,3
processed_10s_2ch\B_C_3__t1752162897075.npy,B_C_3,1752162897075,1752162907075,B,C,3
processed_10s_2ch\B_C_3__t1752162902075.npy,B_C_3,1752162902075,1752162912075,B,C,3
processed_10s_2ch\B_C_3__t1752162907075.npy,B_C_3,1752162907075,1752162917075,B,C,3
processed_10s_2ch\B_C_3__t1752162912075.npy,B_C_3,1752162912075,1752162922075,B,C,3
