/home/server/WSN-Projects/riot-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200" -ln "/tmp/pyterm-server" -rn "2025-07-10_16.24.59-pkt_logger-feather-nrf52840-sense"  
2025-07-10 16:24:59,423 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2025-07-10 16:25:00,428 # shell: command not found: r
> 2025-07-10 16:25:00,429 # 
> 2025-07-10 16:25:09,445 # main(): This is Rr
2025-07-10 16:25:09,446 # shell: command not found: main():
> 2025-07-10 16:25:09,446 # 
> 2025-07-10 16:25:09,446 # status
2025-07-10 16:25:09,447 # Targets (0):
2025-07-10 16:25:09,447 # Sender running: false
2025-07-10 16:38:03,728 # -70,92
2025-07-10 16:38:03,828 # -70,92
2025-07-10 16:38:03,929 # -70,92
2025-07-10 16:38:04,029 # -70,92
2025-07-10 16:38:04,130 # -70,92
2025-07-10 16:38:04,230 # -70,92
2025-07-10 16:38:04,330 # -70,92
2025-07-10 16:38:04,431 # -70,92
2025-07-10 16:38:04,536 # -70,92
2025-07-10 16:38:04,632 # -70,92
2025-07-10 16:38:04,733 # -71,88
2025-07-10 16:38:04,832 # -71,88
2025-07-10 16:38:04,934 # -71,88
2025-07-10 16:38:05,035 # -70,92
2025-07-10 16:38:05,135 # -70,92
2025-07-10 16:38:05,236 # -70,92
2025-07-10 16:38:05,335 # -70,92
2025-07-10 16:38:05,436 # -70,92
2025-07-10 16:38:05,538 # -70,92
2025-07-10 16:38:05,638 # -72,84
2025-07-10 16:38:05,738 # -72,84
2025-07-10 16:38:05,839 # -71,88
2025-07-10 16:38:05,940 # -71,88
2025-07-10 16:38:06,040 # -70,92
2025-07-10 16:38:06,141 # -71,88
2025-07-10 16:38:06,241 # -72,84
2025-07-10 16:38:06,342 # -71,88
2025-07-10 16:38:06,442 # -71,88
2025-07-10 16:38:06,543 # -71,88
2025-07-10 16:38:06,642 # -71,88
2025-07-10 16:38:06,743 # -72,84
2025-07-10 16:38:06,845 # -71,88
2025-07-10 16:38:06,945 # -72,84
2025-07-10 16:38:07,045 # -72,84
2025-07-10 16:38:07,147 # -72,84
2025-07-10 16:38:07,246 # -72,84
2025-07-10 16:38:07,347 # -72,84
2025-07-10 16:38:07,449 # -72,84
2025-07-10 16:38:07,549 # -71,88
2025-07-10 16:38:07,648 # -71,88
2025-07-10 16:38:07,750 # -72,84
2025-07-10 16:38:07,851 # -72,84
2025-07-10 16:38:07,951 # -72,84
2025-07-10 16:38:08,052 # -72,84
2025-07-10 16:38:08,152 # -72,84
2025-07-10 16:38:08,252 # -72,84
2025-07-10 16:38:08,353 # -72,84
2025-07-10 16:38:08,453 # -71,88
2025-07-10 16:38:08,556 # -71,88
2025-07-10 16:38:08,655 # -71,88
2025-07-10 16:38:08,754 # -71,88
2025-07-10 16:38:08,856 # -71,88
2025-07-10 16:38:08,957 # -71,88
2025-07-10 16:38:09,056 # -71,88
2025-07-10 16:38:09,158 # -71,88
2025-07-10 16:38:09,258 # -72,84
2025-07-10 16:38:09,359 # -72,84
2025-07-10 16:38:09,463 # -72,84
2025-07-10 16:38:09,559 # -72,84
2025-07-10 16:38:09,659 # -72,84
2025-07-10 16:38:09,759 # -72,84
2025-07-10 16:38:09,861 # -72,84
2025-07-10 16:38:09,961 # -73,80
2025-07-10 16:38:10,062 # -71,88
2025-07-10 16:38:10,163 # -72,84
2025-07-10 16:38:10,262 # -71,88
2025-07-10 16:38:10,365 # -72,84
2025-07-10 16:38:10,464 # -72,84
2025-07-10 16:38:10,565 # -72,84
2025-07-10 16:38:10,666 # -72,84
2025-07-10 16:38:10,767 # -72,84
2025-07-10 16:38:10,866 # -72,84
2025-07-10 16:38:10,968 # -72,84
2025-07-10 16:38:11,069 # -72,84
2025-07-10 16:38:11,168 # -71,88
2025-07-10 16:38:11,268 # -71,88
2025-07-10 16:38:11,370 # -71,88
2025-07-10 16:38:11,469 # -71,88
2025-07-10 16:38:11,572 # -71,88
2025-07-10 16:38:11,673 # -71,88
2025-07-10 16:38:11,773 # -70,92
2025-07-10 16:38:11,879 # -70,92
2025-07-10 16:38:11,974 # -71,88
2025-07-10 16:38:12,073 # -71,88
2025-07-10 16:38:12,175 # -70,92
2025-07-10 16:38:12,274 # -70,92
2025-07-10 16:38:12,375 # -70,92
2025-07-10 16:38:12,477 # -71,88
2025-07-10 16:38:12,578 # -71,88
2025-07-10 16:38:12,676 # -72,84
2025-07-10 16:38:12,777 # -72,84
2025-07-10 16:38:12,879 # -71,88
2025-07-10 16:38:12,978 # -72,84
2025-07-10 16:38:13,080 # -71,88
2025-07-10 16:38:13,181 # -72,84
2025-07-10 16:38:13,282 # -71,88
2025-07-10 16:38:13,382 # -71,88
2025-07-10 16:38:13,482 # -71,88
2025-07-10 16:38:13,582 # -71,88
2025-07-10 16:38:13,682 # -71,88
2025-07-10 16:38:13,788 # -71,88
2025-07-10 16:38:13,885 # -70,92
2025-07-10 16:38:13,985 # -70,92
2025-07-10 16:38:14,086 # -71,88
2025-07-10 16:38:14,186 # -71,88
2025-07-10 16:38:14,286 # -72,84
2025-07-10 16:38:14,386 # -71,88
2025-07-10 16:38:14,488 # -72,84
2025-07-10 16:38:14,589 # -72,84
2025-07-10 16:38:14,688 # -71,88
2025-07-10 16:38:14,789 # -71,88
2025-07-10 16:38:14,891 # -71,88
2025-07-10 16:38:14,990 # -71,88
2025-07-10 16:38:15,090 # -72,84
2025-07-10 16:38:15,190 # -72,84
2025-07-10 16:38:15,293 # -72,84
2025-07-10 16:38:15,392 # -72,84
2025-07-10 16:38:15,492 # -72,84
2025-07-10 16:38:15,594 # -72,84
2025-07-10 16:38:15,695 # -72,84
2025-07-10 16:38:15,794 # -73,80
2025-07-10 16:38:15,894 # -73,80
2025-07-10 16:38:16,002 # -73,80
2025-07-10 16:38:16,095 # -73,80
2025-07-10 16:38:16,197 # -73,80
2025-07-10 16:38:16,298 # -73,80
2025-07-10 16:38:16,398 # -74,76
2025-07-10 16:38:16,500 # -74,76
2025-07-10 16:38:16,600 # -74,76
2025-07-10 16:38:16,700 # -71,88
2025-07-10 16:38:16,714 # -70,92
2025-07-10 16:38:16,799 # -71,88
2025-07-10 16:38:16,901 # -72,84
2025-07-10 16:38:17,003 # -72,84
2025-07-10 16:38:17,102 # -72,84
2025-07-10 16:38:17,202 # -71,88
2025-07-10 16:38:17,304 # -71,88
2025-07-10 16:38:17,404 # -71,88
2025-07-10 16:38:17,505 # -71,88
2025-07-10 16:38:17,604 # -70,92
2025-07-10 16:38:17,705 # -71,88
2025-07-10 16:38:17,806 # -71,88
2025-07-10 16:38:17,906 # -70,92
2025-07-10 16:38:18,007 # -69,96
2025-07-10 16:38:18,108 # -69,96
2025-07-10 16:38:18,209 # -70,92
2025-07-10 16:38:18,308 # -70,92
2025-07-10 16:38:18,409 # -71,88
2025-07-10 16:38:18,511 # -72,84
2025-07-10 16:38:18,610 # -72,84
2025-07-10 16:38:18,711 # -72,84
2025-07-10 16:38:18,812 # -73,80
2025-07-10 16:38:18,914 # -73,80
2025-07-10 16:38:19,014 # -74,76
2025-07-10 16:38:19,115 # -74,76
2025-07-10 16:38:19,215 # -73,80
2025-07-10 16:38:19,314 # -75,72
2025-07-10 16:38:19,414 # -75,72
2025-07-10 16:38:19,517 # -75,72
2025-07-10 16:38:19,617 # -74,76
2025-07-10 16:38:19,716 # -74,76
2025-07-10 16:38:19,818 # -73,80
2025-07-10 16:38:19,918 # -74,76
2025-07-10 16:38:20,018 # -74,76
2025-07-10 16:38:20,119 # -74,76
2025-07-10 16:38:20,220 # -73,80
2025-07-10 16:38:20,321 # -73,80
2025-07-10 16:38:20,422 # -72,84
2025-07-10 16:38:20,522 # -73,80
2025-07-10 16:38:20,623 # -73,80
2025-07-10 16:38:20,724 # -73,80
2025-07-10 16:38:20,824 # -73,80
2025-07-10 16:38:20,924 # -73,80
2025-07-10 16:38:21,025 # -74,76
2025-07-10 16:38:21,126 # -75,72
2025-07-10 16:38:21,232 # -74,76
2025-07-10 16:38:21,327 # -74,76
2025-07-10 16:38:21,426 # -73,80
2025-07-10 16:38:21,527 # -73,80
2025-07-10 16:38:21,634 # -73,80
2025-07-10 16:38:21,729 # -72,84
2025-07-10 16:38:21,830 # -72,84
2025-07-10 16:38:21,930 # -72,84
2025-07-10 16:38:22,030 # -73,80
2025-07-10 16:38:22,131 # -74,76
2025-07-10 16:38:22,232 # -73,80
2025-07-10 16:38:22,332 # -73,80
2025-07-10 16:38:22,432 # -73,80
2025-07-10 16:38:22,532 # -73,80
2025-07-10 16:38:22,633 # -73,80
2025-07-10 16:38:22,733 # -72,84
2025-07-10 16:38:22,842 # -73,80
2025-07-10 16:38:22,936 # -72,84
2025-07-10 16:38:23,035 # -72,84
2025-07-10 16:38:23,137 # -72,84
2025-07-10 16:38:23,238 # -71,88
2025-07-10 16:38:23,338 # -72,84
2025-07-10 16:38:23,439 # -73,80
2025-07-10 16:38:23,539 # -72,84
2025-07-10 16:38:23,639 # -73,80
2025-07-10 16:38:23,739 # -72,84
2025-07-10 16:38:23,841 # -73,80
2025-07-10 16:38:23,942 # -73,80
2025-07-10 16:38:24,043 # -73,80
2025-07-10 16:38:24,141 # -73,80
2025-07-10 16:38:24,243 # -71,88
2025-07-10 16:38:24,343 # -71,88
2025-07-10 16:38:24,444 # -71,88
2025-07-10 16:38:24,544 # -73,80
2025-07-10 16:38:24,646 # -73,80
2025-07-10 16:38:24,747 # -73,80
2025-07-10 16:38:24,846 # -73,80
2025-07-10 16:38:24,948 # -73,80
2025-07-10 16:38:25,046 # -73,80
2025-07-10 16:38:25,148 # -72,84
2025-07-10 16:38:25,249 # -72,84
2025-07-10 16:38:25,348 # -72,84
2025-07-10 16:38:25,450 # -72,84
2025-07-10 16:38:25,551 # -72,84
2025-07-10 16:38:25,651 # -71,88
2025-07-10 16:38:25,752 # -71,88
2025-07-10 16:38:25,852 # -72,84
2025-07-10 16:38:25,953 # -72,84
2025-07-10 16:38:26,053 # -72,84
2025-07-10 16:38:26,154 # -72,84
2025-07-10 16:38:26,254 # -72,84
2025-07-10 16:38:26,354 # -72,84
2025-07-10 16:38:26,456 # -72,84
2025-07-10 16:38:26,555 # -72,84
2025-07-10 16:38:26,656 # -71,88
2025-07-10 16:38:26,757 # -71,88
2025-07-10 16:38:26,864 # -72,84
2025-07-10 16:38:26,957 # -73,80
2025-07-10 16:38:27,064 # -72,84
2025-07-10 16:38:27,160 # -72,84
2025-07-10 16:38:27,259 # -72,84
2025-07-10 16:38:27,359 # -73,80
2025-07-10 16:38:27,460 # -72,84
2025-07-10 16:38:27,560 # -73,80
2025-07-10 16:38:27,663 # -73,80
2025-07-10 16:38:27,764 # -72,84
2025-07-10 16:38:27,862 # -72,84
2025-07-10 16:38:27,867 # -72,84
2025-07-10 16:38:27,963 # -71,88
2025-07-10 16:38:28,063 # -71,88
2025-07-10 16:38:28,164 # -71,88
2025-07-10 16:38:28,265 # -72,84
2025-07-10 16:38:28,367 # -71,88
2025-07-10 16:38:28,466 # -72,84
2025-07-10 16:38:28,568 # -72,84
2025-07-10 16:38:28,669 # -72,84
2025-07-10 16:38:28,769 # -72,84
2025-07-10 16:38:28,870 # -72,84
2025-07-10 16:38:28,969 # -72,84
2025-07-10 16:38:29,070 # -72,84
2025-07-10 16:38:29,176 # -71,88
2025-07-10 16:38:29,271 # -71,88
2025-07-10 16:38:29,371 # -71,88
2025-07-10 16:38:29,472 # -71,88
2025-07-10 16:38:29,572 # -71,88
2025-07-10 16:38:29,674 # -71,88
2025-07-10 16:38:29,775 # -71,88
2025-07-10 16:38:29,875 # -71,88
2025-07-10 16:38:29,974 # -71,88
2025-07-10 16:38:30,076 # -71,88
2025-07-10 16:38:30,176 # -71,88
2025-07-10 16:38:30,283 # -71,88
2025-07-10 16:38:30,378 # -71,88
2025-07-10 16:38:30,477 # -72,84
2025-07-10 16:38:30,580 # -72,84
2025-07-10 16:38:30,680 # -72,84
2025-07-10 16:38:30,780 # -71,88
2025-07-10 16:38:30,880 # -72,84
2025-07-10 16:38:30,980 # -71,88
2025-07-10 16:38:31,081 # -72,84
2025-07-10 16:38:31,183 # -72,84
2025-07-10 16:38:31,282 # -72,84
2025-07-10 16:38:31,393 # -72,84
2025-07-10 16:38:31,485 # -72,84
2025-07-10 16:38:31,585 # -72,84
2025-07-10 16:38:31,684 # -73,80
2025-07-10 16:38:31,784 # -73,80
2025-07-10 16:38:31,886 # -72,84
2025-07-10 16:38:31,987 # -72,84
2025-07-10 16:38:32,086 # -71,88
2025-07-10 16:38:32,188 # -72,84
2025-07-10 16:38:32,289 # -72,84
2025-07-10 16:38:32,389 # -73,80
2025-07-10 16:38:32,488 # -72,84
2025-07-10 16:38:32,494 # -72,84
2025-07-10 16:38:32,589 # -73,80
2025-07-10 16:38:32,689 # -73,80
2025-07-10 16:38:32,792 # -72,84
2025-07-10 16:38:32,892 # -72,84
2025-07-10 16:38:32,991 # -71,88
2025-07-10 16:38:33,094 # -70,92
2025-07-10 16:38:33,193 # -71,88
2025-07-10 16:38:33,295 # -71,88
2025-07-10 16:38:33,394 # -72,84
2025-07-10 16:38:33,496 # -72,84
2025-07-10 16:38:33,597 # -72,84
2025-07-10 16:38:33,695 # -73,80
2025-07-10 16:38:33,796 # -73,80
2025-07-10 16:38:33,897 # -71,88
2025-07-10 16:38:33,997 # -73,80
2025-07-10 16:38:34,098 # -71,88
2025-07-10 16:38:34,198 # -72,84
2025-07-10 16:38:34,299 # -71,88
2025-07-10 16:38:34,400 # -71,88
2025-07-10 16:38:34,500 # -71,88
2025-07-10 16:38:34,600 # -72,84
2025-07-10 16:38:34,702 # -72,84
2025-07-10 16:38:34,801 # -72,84
2025-07-10 16:38:34,908 # -71,88
2025-07-10 16:38:35,002 # -73,80
2025-07-10 16:38:35,103 # -73,80
2025-07-10 16:38:35,206 # -73,80
2025-07-10 16:38:35,305 # -72,84
2025-07-10 16:38:35,405 # -72,84
2025-07-10 16:38:35,507 # -73,80
2025-07-10 16:38:35,608 # -72,84
2025-07-10 16:38:35,707 # -74,76
2025-07-10 16:38:35,809 # -72,84
2025-07-10 16:38:35,908 # -72,84
2025-07-10 16:38:36,010 # -72,84
2025-07-10 16:38:36,117 # -71,88
2025-07-10 16:38:36,211 # -71,88
2025-07-10 16:38:36,312 # -71,88
2025-07-10 16:38:36,413 # -73,80
2025-07-10 16:38:36,512 # -73,80
2025-07-10 16:38:36,614 # -69,96
2025-07-10 16:38:36,715 # -72,84
2025-07-10 16:38:36,816 # -72,84
2025-07-10 16:38:36,915 # -71,88
2025-07-10 16:38:36,922 # -71,88
2025-07-10 16:38:37,016 # -72,84
2025-07-10 16:38:37,116 # -71,88
2025-07-10 16:38:37,217 # -72,84
2025-07-10 16:38:37,316 # -71,88
2025-07-10 16:38:37,417 # -70,92
2025-07-10 16:38:37,519 # -70,92
2025-07-10 16:38:37,620 # -71,88
2025-07-10 16:38:37,722 # -71,88
2025-07-10 16:38:37,819 # -70,92
2025-07-10 16:38:37,921 # -72,84
2025-07-10 16:38:38,021 # -70,92
2025-07-10 16:38:38,123 # -71,88
2025-07-10 16:38:38,222 # -71,88
2025-07-10 16:38:38,322 # -71,88
2025-07-10 16:38:38,423 # -71,88
2025-07-10 16:38:38,524 # -70,92
2025-07-10 16:38:38,624 # -71,88
2025-07-10 16:38:38,725 # -70,92
2025-07-10 16:38:38,825 # -71,88
2025-07-10 16:38:38,927 # -70,92
2025-07-10 16:38:39,028 # -70,92
2025-07-10 16:38:39,127 # -72,84
2025-07-10 16:38:39,227 # -73,80
2025-07-10 16:38:39,329 # -73,80
2025-07-10 16:38:39,429 # -72,84
2025-07-10 16:38:39,530 # -71,88
2025-07-10 16:38:39,629 # -71,88
2025-07-10 16:38:39,730 # -74,76
2025-07-10 16:38:39,830 # -73,80
2025-07-10 16:38:39,932 # -73,80
2025-07-10 16:38:40,031 # -73,80
2025-07-10 16:38:40,131 # -74,76
2025-07-10 16:38:40,234 # -73,80
2025-07-10 16:38:40,333 # -73,80
2025-07-10 16:38:40,434 # -72,84
2025-07-10 16:38:40,535 # -72,84
2025-07-10 16:38:40,637 # -72,84
2025-07-10 16:38:40,735 # -71,88
2025-07-10 16:38:40,836 # -70,92
2025-07-10 16:38:40,937 # -70,92
2025-07-10 16:38:41,039 # -70,92
2025-07-10 16:38:41,139 # -71,88
2025-07-10 16:38:41,239 # -73,80
2025-07-10 16:38:41,339 # -73,80
2025-07-10 16:38:41,439 # -71,88
2025-07-10 16:38:41,540 # -74,76
2025-07-10 16:38:41,641 # -72,84
2025-07-10 16:38:41,741 # -74,76
2025-07-10 16:38:41,843 # -71,88
2025-07-10 16:38:41,943 # -73,80
2025-07-10 16:38:42,044 # -73,80
2025-07-10 16:38:42,143 # -73,80
2025-07-10 16:38:42,245 # -72,84
2025-07-10 16:38:42,346 # -71,88
2025-07-10 16:38:42,450 # -72,84
2025-07-10 16:38:42,545 # -72,84
2025-07-10 16:38:42,646 # -72,84
2025-07-10 16:38:42,748 # -71,88
2025-07-10 16:38:42,848 # -71,88
2025-07-10 16:38:42,949 # -71,88
2025-07-10 16:38:43,049 # -72,84
2025-07-10 16:38:43,151 # -70,92
2025-07-10 16:38:43,250 # -71,88
2025-07-10 16:38:43,351 # -72,84
2025-07-10 16:38:43,453 # -71,88
2025-07-10 16:38:43,553 # -71,88
2025-07-10 16:38:43,653 # -72,84
2025-07-10 16:38:43,762 # -72,84
2025-07-10 16:38:43,854 # -72,84
2025-07-10 16:38:43,955 # -71,88
2025-07-10 16:38:44,056 # -71,88
2025-07-10 16:38:44,155 # -71,88
2025-07-10 16:38:44,255 # -71,88
2025-07-10 16:38:44,355 # -71,88
2025-07-10 16:38:44,456 # -71,88
2025-07-10 16:38:44,557 # -71,88
2025-07-10 16:38:44,659 # -72,84
2025-07-10 16:38:44,759 # -71,88
2025-07-10 16:38:44,858 # -72,84
2025-07-10 16:38:44,959 # -72,84
2025-07-10 16:38:45,060 # -72,84
2025-07-10 16:38:45,161 # -71,88
2025-07-10 16:38:45,262 # -71,88
2025-07-10 16:38:45,363 # -72,84
2025-07-10 16:38:45,462 # -72,84
2025-07-10 16:38:45,563 # -72,84
2025-07-10 16:38:45,664 # -72,84
2025-07-10 16:38:45,764 # -71,88
2025-07-10 16:38:45,866 # -74,76
2025-07-10 16:38:45,967 # -73,80
2025-07-10 16:38:46,068 # -72,84
2025-07-10 16:38:46,168 # -71,88
2025-07-10 16:38:46,267 # -73,80
2025-07-10 16:38:46,372 # -75,72
2025-07-10 16:38:46,470 # -72,84
2025-07-10 16:38:46,569 # -74,76
2025-07-10 16:38:46,671 # -73,80
2025-07-10 16:38:46,778 # -74,76
2025-07-10 16:38:46,870 # -74,76
2025-07-10 16:38:46,971 # -75,72
2025-07-10 16:38:47,071 # -77,64
2025-07-10 16:38:47,172 # -72,84
2025-07-10 16:38:47,272 # -72,84
2025-07-10 16:38:47,373 # -71,88
2025-07-10 16:38:47,475 # -73,80
2025-07-10 16:38:47,575 # -72,84
2025-07-10 16:38:47,683 # -72,84
2025-07-10 16:38:47,776 # -70,92
2025-07-10 16:38:47,877 # -72,84
2025-07-10 16:38:47,978 # -71,88
2025-07-10 16:38:48,078 # -72,84
2025-07-10 16:38:48,178 # -75,72
2025-07-10 16:38:48,278 # -73,80
2025-07-10 16:38:48,379 # -71,88
2025-07-10 16:38:48,480 # -71,88
2025-07-10 16:38:48,579 # -71,88
2025-07-10 16:38:48,682 # -70,92
2025-07-10 16:38:48,782 # -70,92
2025-07-10 16:38:48,882 # -70,92
2025-07-10 16:38:48,989 # -70,92
2025-07-10 16:38:49,084 # -72,84
2025-07-10 16:38:49,183 # -71,88
2025-07-10 16:38:49,283 # -71,88
2025-07-10 16:38:49,385 # -73,80
2025-07-10 16:38:49,485 # -71,88
2025-07-10 16:38:49,587 # -72,84
2025-07-10 16:38:49,687 # -72,84
2025-07-10 16:38:49,786 # -72,84
2025-07-10 16:38:49,790 # -72,84
2025-07-10 16:38:49,888 # -73,80
2025-07-10 16:38:49,988 # -74,76
2025-07-10 16:38:50,090 # -72,84
2025-07-10 16:38:50,190 # -71,88
2025-07-10 16:38:50,289 # -73,80
2025-07-10 16:38:50,390 # -74,76
2025-07-10 16:38:50,496 # -74,76
2025-07-10 16:38:50,592 # -74,76
2025-07-10 16:38:50,693 # -73,80
2025-07-10 16:38:50,792 # -74,76
2025-07-10 16:38:50,895 # -73,80
2025-07-10 16:38:50,995 # -73,80
2025-07-10 16:38:51,096 # -72,84
2025-07-10 16:38:51,196 # -73,80
2025-07-10 16:38:51,297 # -71,88
2025-07-10 16:38:51,397 # -70,92
2025-07-10 16:38:51,497 # -70,92
2025-07-10 16:38:51,597 # -71,88
2025-07-10 16:38:51,699 # -71,88
2025-07-10 16:38:51,800 # -70,92
2025-07-10 16:38:51,899 # -72,84
2025-07-10 16:38:51,999 # -72,84
2025-07-10 16:38:52,102 # -69,96
2025-07-10 16:38:52,202 # -69,96
2025-07-10 16:38:52,301 # -72,84
2025-07-10 16:38:52,403 # -72,84
2025-07-10 16:38:52,503 # -72,84
2025-07-10 16:38:52,603 # -72,84
2025-07-10 16:38:52,704 # -71,88
2025-07-10 16:38:52,804 # -71,88
2025-07-10 16:38:52,904 # -73,80
2025-07-10 16:38:53,005 # -69,96
2025-07-10 16:38:53,107 # -69,96
2025-07-10 16:38:53,208 # -69,96
2025-07-10 16:38:53,307 # -70,92
2025-07-10 16:38:53,407 # -70,92
2025-07-10 16:38:53,508 # -70,92
2025-07-10 16:38:53,609 # -70,92
2025-07-10 16:38:53,709 # -71,88
2025-07-10 16:38:53,809 # -70,92
2025-07-10 16:38:53,912 # -70,92
2025-07-10 16:38:54,011 # -71,88
2025-07-10 16:38:54,111 # -71,88
2025-07-10 16:38:54,213 # -72,84
2025-07-10 16:38:54,313 # -72,84
2025-07-10 16:38:54,413 # -72,84
2025-07-10 16:38:54,514 # -71,88
2025-07-10 16:38:54,615 # -73,80
2025-07-10 16:38:54,716 # -75,72
2025-07-10 16:38:54,817 # -74,76
2025-07-10 16:38:54,918 # -73,80
2025-07-10 16:38:55,018 # -72,84
2025-07-10 16:38:55,118 # -74,76
2025-07-10 16:38:55,218 # -70,92
2025-07-10 16:38:55,318 # -73,80
2025-07-10 16:38:55,419 # -72,84
2025-07-10 16:38:55,520 # -72,84
2025-07-10 16:38:55,619 # -72,84
2025-07-10 16:38:55,622 # -72,84
2025-07-10 16:38:55,722 # -73,80
2025-07-10 16:38:55,823 # -75,72
2025-07-10 16:38:55,922 # -75,72
2025-07-10 16:38:56,023 # -73,80
2025-07-10 16:38:56,122 # -72,84
2025-07-10 16:38:56,226 # -71,88
2025-07-10 16:38:56,324 # -71,88
2025-07-10 16:38:56,425 # -71,88
2025-07-10 16:38:56,527 # -71,88
2025-07-10 16:38:56,627 # -70,92
2025-07-10 16:38:56,726 # -70,92
2025-07-10 16:38:56,826 # -71,88
2025-07-10 16:38:56,927 # -71,88
2025-07-10 16:38:57,029 # -71,88
2025-07-10 16:38:57,129 # -71,88
2025-07-10 16:38:57,229 # -71,88
2025-07-10 16:38:57,331 # -71,88
2025-07-10 16:38:57,431 # -70,92
2025-07-10 16:38:57,532 # -71,88
2025-07-10 16:38:57,633 # -70,92
2025-07-10 16:38:57,733 # -71,88
2025-07-10 16:38:57,833 # -72,84
2025-07-10 16:38:57,934 # -71,88
2025-07-10 16:38:58,040 # -72,84
2025-07-10 16:38:58,135 # -71,88
2025-07-10 16:38:58,236 # -70,92
2025-07-10 16:38:58,335 # -71,88
2025-07-10 16:38:58,437 # -71,88
2025-07-10 16:38:58,536 # -70,92
2025-07-10 16:38:58,638 # -71,88
2025-07-10 16:38:58,739 # -71,88
2025-07-10 16:38:58,839 # -70,92
2025-07-10 16:38:58,939 # -70,92
2025-07-10 16:38:59,039 # -70,92
2025-07-10 16:38:59,140 # -70,92
2025-07-10 16:38:59,241 # -70,92
2025-07-10 16:38:59,340 # -70,92
2025-07-10 16:38:59,442 # -70,92
2025-07-10 16:38:59,541 # -70,92
2025-07-10 16:38:59,643 # -71,88
2025-07-10 16:38:59,745 # -71,88
2025-07-10 16:38:59,844 # -71,88
2025-07-10 16:38:59,945 # -71,88
2025-07-10 16:39:00,045 # -71,88
2025-07-10 16:39:00,145 # -71,88
2025-07-10 16:39:00,245 # -71,88
2025-07-10 16:39:00,347 # -71,88
2025-07-10 16:39:00,447 # -71,88
2025-07-10 16:39:00,549 # -71,88
2025-07-10 16:39:00,648 # -71,88
2025-07-10 16:39:00,750 # -72,84
2025-07-10 16:39:00,849 # -72,84
2025-07-10 16:39:00,950 # -72,84
2025-07-10 16:39:01,050 # -72,84
2025-07-10 16:39:01,160 # -71,88
2025-07-10 16:39:01,251 # -71,88
2025-07-10 16:39:01,354 # -71,88
2025-07-10 16:39:01,455 # -71,88
2025-07-10 16:39:01,554 # -72,84
2025-07-10 16:39:01,655 # -72,84
2025-07-10 16:39:01,755 # -71,88
2025-07-10 16:39:01,857 # -72,84
2025-07-10 16:39:01,955 # -73,80
2025-07-10 16:39:02,056 # -73,80
2025-07-10 16:39:02,158 # -71,88
2025-07-10 16:39:02,262 # -71,88
2025-07-10 16:39:02,358 # -72,84
2025-07-10 16:39:02,364 # -71,88
2025-07-10 16:39:02,460 # -72,84
2025-07-10 16:39:02,559 # -72,84
2025-07-10 16:39:02,660 # -72,84
2025-07-10 16:39:02,760 # -72,84
2025-07-10 16:39:02,861 # -72,84
2025-07-10 16:39:02,962 # -73,80
2025-07-10 16:39:03,064 # -73,80
2025-07-10 16:39:03,168 # -74,76
2025-07-10 16:39:03,268 # -73,80
2025-07-10 16:39:03,365 # -72,84
2025-07-10 16:39:03,464 # -73,80
2025-07-10 16:39:03,566 # -73,80
2025-07-10 16:39:03,666 # -73,80
2025-07-10 16:39:03,768 # -73,80
2025-07-10 16:39:03,866 # -73,80
2025-07-10 16:39:03,968 # -74,76
2025-07-10 16:39:04,068 # -74,76
2025-07-10 16:39:04,168 # -74,76
2025-07-10 16:39:04,269 # -74,76
2025-07-10 16:39:04,376 # -74,76
2025-07-10 16:39:04,471 # -75,72
2025-07-10 16:39:04,571 # -75,72
2025-07-10 16:39:04,672 # -75,72
2025-07-10 16:39:04,773 # -75,72
2025-07-10 16:39:04,872 # -75,72
2025-07-10 16:39:04,974 # -74,76
2025-07-10 16:39:05,074 # -74,76
2025-07-10 16:39:05,175 # -74,76
2025-07-10 16:39:05,274 # -73,80
2025-07-10 16:39:05,377 # -73,80
2025-07-10 16:39:05,477 # -74,76
2025-07-10 16:39:05,578 # -73,80
2025-07-10 16:39:05,678 # -73,80
2025-07-10 16:39:05,779 # -74,76
2025-07-10 16:39:05,877 # -75,72
2025-07-10 16:39:05,978 # -73,80
2025-07-10 16:39:06,079 # -74,76
2025-07-10 16:39:06,181 # -73,80
2025-07-10 16:39:06,282 # -72,84
2025-07-10 16:39:06,381 # -72,84
2025-07-10 16:39:06,481 # -71,88
2025-07-10 16:39:06,581 # -71,88
2025-07-10 16:39:06,683 # -71,88
2025-07-10 16:39:06,787 # -71,88
2025-07-10 16:39:06,883 # -71,88
2025-07-10 16:39:06,985 # -71,88
2025-07-10 16:39:07,085 # -71,88
2025-07-10 16:39:07,186 # -71,88
2025-07-10 16:39:07,287 # -71,88
2025-07-10 16:39:07,388 # -71,88
2025-07-10 16:39:07,488 # -70,92
2025-07-10 16:39:07,588 # -70,92
2025-07-10 16:39:07,690 # -70,92
2025-07-10 16:39:07,789 # -70,92
2025-07-10 16:39:07,891 # -69,96
2025-07-10 16:39:07,994 # -70,92
2025-07-10 16:39:08,092 # -69,96
2025-07-10 16:39:08,192 # -69,96
